Unidad,Parametro,A�o,Mes,D�a,Fecha,Valor,Area
mg/L,DQO,2016,11,30,11/30/2016,10,CA10
mg/L,AyG,2016,11,30,11/30/2016,10,CA20
mg/L,DQO,2016,11,30,11/30/2016,10,CA20
mg/L,AyG,2016,11,30,11/30/2016,10,CA30
mg/L,AyG,2016,11,30,11/30/2016,10,CA40
mg/L,AyG,2016,11,30,11/30/2016,10,CA50
mg/L,DQO,2016,11,30,11/30/2016,10,CA50
mg/L,O Dis.,2016,11,30,11/30/2016,10,CA50
mg/L,AyG,2016,11,30,11/30/2016,10,CA60
mg/L,DQO,2016,11,30,11/30/2016,10,CA60
mg/L,AyG,2016,11,30,11/30/2016,10,LC10
mg/L,DQO,2016,11,30,11/30/2016,10,LC10
mg/L,O Dis.,2016,11,30,11/30/2016,9.95,CA30
mg/L,O Dis.,2016,11,30,11/30/2016,9.6,CA60
mg/L,O Dis.,2016,11,30,11/30/2016,9.15,CA40
Unid.ph,pH,2016,11,30,11/30/2016,9,CA30
mg/L,DBO5,2016,11,30,11/30/2016,8.97,CA30
Unid.ph,pH,2016,11,30,11/30/2016,8.6,CA10
Unid.ph,pH,2016,11,30,11/30/2016,8,CA20
Unid.ph,pH,2016,11,30,11/30/2016,8,CA40
Unid.ph,pH,2016,11,30,11/30/2016,8,CA60
Unid.ph,pH,2016,11,30,11/30/2016,7.5,CA50
mg/L,Al,2016,11,30,11/30/2016,7.4,LC10
mg/L,Fe,2016,11,30,11/30/2016,7.3,LC10
Unid.ph,pH,2016,11,30,11/30/2016,7.1,LC10
mg/L,Al,2016,11,30,11/30/2016,7,CA30
mg/L,O Dis.,2016,11,30,11/30/2016,6.63,LC10
mg/L,Fe,2016,11,30,11/30/2016,6.52,CA30
mg/L,DBO5,2016,11,30,11/30/2016,5.53,CA10
mg/L,DBO5,2016,11,30,11/30/2016,5.53,CA20
mg/L,DBO5,2016,11,30,11/30/2016,5.53,CA40
mg/L,DBO5,2016,11,30,11/30/2016,5.53,CA50
mg/L,DBO5,2016,11,30,11/30/2016,5.53,CA60
mg/L,DBO5,2016,11,30,11/30/2016,5.53,LC10
mg/L,N tot.,2016,11,30,11/30/2016,4.13,CA50
mg/L,N tot.,2016,11,30,11/30/2016,3.9,CA60
mg/L,N-NO3,2016,11,30,11/30/2016,3.84,CA50
mg/L,N-NO3,2016,11,30,11/30/2016,3.68,CA60
mg/L,Al,2016,11,30,11/30/2016,3.6,CA20
mg/L,N-NO2,2016,11,30,11/30/2016,3.37,LC10
mg/L,Al,2016,11,30,11/30/2016,3.2,CA50
mg/L,Fe,2016,11,30,11/30/2016,2.98,CA20
mg/L,Fe,2016,11,30,11/30/2016,2.85,CA50
mg/L,N tot.,2016,11,30,11/30/2016,1.88,LC10
mg/L,P tot.,2016,11,30,11/30/2016,1.79,CA30
mg/L,Al,2016,11,30,11/30/2016,1.7,CA60
mg/L,P tot.,2016,11,30,11/30/2016,1.69,LC10
mg/L,Fe,2016,11,30,11/30/2016,1.54,CA60
mg/L,P tot.,2016,11,30,11/30/2016,1.47,CA40
mg/L,N-NO3,2016,11,30,11/30/2016,1.31,LC10
mg/L,P tot.,2016,11,30,11/30/2016,1.25,CA20
mg/L,P tot.,2016,11,30,11/30/2016,1.2,CA50
mg/L,P tot.,2016,11,30,11/30/2016,1.14,CA10
mg/L,Mn,2016,11,30,11/30/2016,1.11,CA10
mg/L,N tot.,2016,11,30,11/30/2016,0.99,CA40
mg/L,P tot.,2016,11,30,11/30/2016,0.87,CA60
mg/L,N-NO3,2016,11,30,11/30/2016,0.71,CA40
mg/L,N tot.,2016,11,30,11/30/2016,0.68,CA20
mg/L,N tot.,2016,11,30,11/30/2016,0.64,CA10
mg/L,N tot.,2016,11,30,11/30/2016,0.61,CA30
mg/L,Cu,2016,11,30,11/30/2016,0.53,CA10
mg/L,N-NO3,2016,11,30,11/30/2016,0.48,CA20
mg/L,N-NO3,2016,11,30,11/30/2016,0.44,CA10
mg/L,N-NO3,2016,11,30,11/30/2016,0.41,CA30
mg/L,Mn,2016,11,30,11/30/2016,0.4,CA40
mg/L,Mn,2016,11,30,11/30/2016,0.23,CA30
mg/L,Mn,2016,11,30,11/30/2016,0.21,LC10
mg/L,Cu,2016,11,30,11/30/2016,0.17,CA40
mg/L,Zn,2016,11,30,11/30/2016,0.12,CA10
mg/L,Mn,2016,11,30,11/30/2016,0.11,CA20
mg/L,Cu,2016,11,30,11/30/2016,0.1,LC10
mg/L,N-NO2,2016,11,30,11/30/2016,0.09,CA50
mg/L,N-NO2,2016,11,30,11/30/2016,0.08,CA40
mg/L,Mn,2016,11,30,11/30/2016,0.08,CA50
mg/L,Zn,2016,11,30,11/30/2016,0.05,CA40
mg/L,Cu,2016,11,30,11/30/2016,0.05,CA50
mg/L,Mn,2016,11,30,11/30/2016,0.05,CA60
mg/L,As,2016,11,30,11/30/2016,47,CA10
mg/L,N-NH4,2016,11,30,11/30/2016,0.03,CA10
mg/L,N-NH4,2016,11,30,11/30/2016,0.03,CA30
mg/L,Cu,2016,11,30,11/30/2016,0.03,CA60
mg/L,As,2016,11,30,11/30/2016,29,CA40
mg/L,Cu,2016,11,30,11/30/2016,0.02,CA30
mg/L,N-NO2,2016,11,30,11/30/2016,0.02,CA60
mg/L,As,2016,11,30,11/30/2016,17,LC10
mg/L,As,2016,11,30,11/30/2016,11,CA20
mg/L,Cu,2016,11,30,11/30/2016,0.01,CA20
mg/L,Zn,2016,11,30,11/30/2016,0.01,CA20
mg/L,Zn,2016,11,30,11/30/2016,0.01,CA30
mg/L,As,2016,11,30,11/30/2016,0.01,CA50
mg/L,Zn,2016,11,30,11/30/2016,0.01,CA50
mg/L,Zn,2016,11,30,11/30/2016,0.01,CA60
mg/L,Zn,2016,11,30,11/30/2016,0.01,LC10
mg/L,As,2016,11,30,11/30/2016,6,CA60
mg/L,As,2016,11,30,11/30/2016,0.0017,CA30
mg/L,N-NO2,2016,11,30,11/30/2016,0.000821739,CA10
mg/L,N-NO2,2016,11,30,11/30/2016,0.000821739,CA20
mg/L,N-NO2,2016,11,30,11/30/2016,0.000821739,CA30
mg/L,SST,2016,4,22,4/22/2016,783.5,CA30
mg/L,SST,2016,4,22,4/22/2016,734,CA40
mg/L,SST,2016,4,22,4/22/2016,568,CA10
uS/cm,Cond,2016,4,22,4/22/2016,491,CA50
uS/cm,Cond,2016,4,22,4/22/2016,447,LC10
uS/cm,Cond,2016,4,22,4/22/2016,436,CA40
uS/cm,Cond,2016,4,22,4/22/2016,435,CA10
uS/cm,Cond,2016,4,22,4/22/2016,415,CA20
uS/cm,Cond,2016,4,22,4/22/2016,412,CA30
mg/L,SST,2016,4,22,4/22/2016,390.33,CA20
mg/L,SST,2016,4,22,4/22/2016,379,CA50
NMP/100 ml,CF,2016,4,22,4/22/2016,130,LC10
mg/L,SST,2016,4,22,4/22/2016,102.25,LC10
mg/L,SO4,2016,4,22,4/22/2016,92.36,CA40
mg/L,SO4,2016,4,22,4/22/2016,90.88,CA30
mg/L,SO4,2016,4,22,4/22/2016,90.06,CA50
mg/L,SO4,2016,4,22,4/22/2016,88.41,CA10
mg/L,SO4,2016,4,22,4/22/2016,80.02,CA20
mg/L,DQO,2016,4,22,4/22/2016,41,LC10
mg/L,CL-,2016,4,22,4/22/2016,38.86,CA10
mg/L,CL-,2016,4,22,4/22/2016,33.01,CA20
NMP/100 ml,CF,2016,4,22,4/22/2016,33,CA40
mg/L,CL-,2016,4,22,4/22/2016,30.26,CA30
mg/L,Fe,2016,4,22,4/22/2016,30,CA40
mg/L,CL-,2016,4,22,4/22/2016,29.23,CA40
mg/L,Fe,2016,4,22,4/22/2016,28.9,CA30
mg/L,CL-,2016,4,22,4/22/2016,27.85,CA50
mg/L,Al,2016,4,22,4/22/2016,27.8,CA40
mg/L,AyG,2016,4,22,4/22/2016,27.23,LC10
mg/L,Al,2016,4,22,4/22/2016,26.9,CA30
NMP/100 ml,CF,2016,4,22,4/22/2016,23,CA10
NMP/100 ml,CF,2016,4,22,4/22/2016,23,CA20
NMP/100 ml,CF,2016,4,22,4/22/2016,23,CA50
mg/L,Al,2016,4,22,4/22/2016,22,CA20
mg/L,Fe,2016,4,22,4/22/2016,20.6,CA20
mg/L,Al,2016,4,22,4/22/2016,20,CA10
mg/L,Fe,2016,4,22,4/22/2016,19.1,CA10
mg/L,Al,2016,4,22,4/22/2016,15.1,CA50
mg/L,Fe,2016,4,22,4/22/2016,14.3,CA50
mg/L,AyG,2016,4,22,4/22/2016,14.19,CA30
mg/L,DQO,2016,4,22,4/22/2016,12,CA10
mg/L,AyG,2016,4,22,4/22/2016,11.06,CA10
mg/L,DBO5,2016,4,22,4/22/2016,10.75,LC10
mg/L,DQO,2016,4,22,4/22/2016,10,CA20
mg/L,DQO,2016,4,22,4/22/2016,10,CA30
mg/L,DQO,2016,4,22,4/22/2016,10,CA40
mg/L,DQO,2016,4,22,4/22/2016,10,CA50
mg/L,O Dis.,2016,4,22,4/22/2016,9.92,CA40
mg/L,AyG,2016,4,22,4/22/2016,9.38,CA20
mg/L,O Dis.,2016,4,22,4/22/2016,9.37,CA50
mg/L,O Dis.,2016,4,22,4/22/2016,8.8,CA10
mg/L,O Dis.,2016,4,22,4/22/2016,8.7,CA20
mg/L,O Dis.,2016,4,22,4/22/2016,8.5,CA30
mg/L,AyG,2016,4,22,4/22/2016,8.25,CA50
Unid.ph,pH,2016,4,22,4/22/2016,7.8,CA30
Unid.ph,pH,2016,4,22,4/22/2016,7.8,CA50
Unid.ph,pH,2016,4,22,4/22/2016,7.7,CA20
Unid.ph,pH,2016,4,22,4/22/2016,7.6,CA10
Unid.ph,pH,2016,4,22,4/22/2016,7.5,CA40
mg/L,AyG,2016,4,22,4/22/2016,7.36,CA40
mg/L,DBO5,2016,4,22,4/22/2016,7.3,CA50
mg/L,DBO5,2016,4,22,4/22/2016,7.2,CA40
Unid.ph,pH,2016,4,22,4/22/2016,7,LC10
mg/L,DBO5,2016,4,22,4/22/2016,6,CA20
mg/L,DBO5,2016,4,22,4/22/2016,5.7,CA10
mg/L,DBO5,2016,4,22,4/22/2016,4.55,CA30
mg/L,N tot.,2016,4,22,4/22/2016,2.94,CA10
mg/L,N tot.,2016,4,22,4/22/2016,2.74,CA50
mg/L,N-NO3,2016,4,22,4/22/2016,2.24,CA50
mg/L,O Dis.,2016,4,22,4/22/2016,2.11,LC10
mg/L,P tot.,2016,4,22,4/22/2016,2,CA30
NMP/100 ml,CF,2016,4,22,4/22/2016,1.8,CA30
mg/L,N tot.,2016,4,22,4/22/2016,1.71,CA40
mg/L,P tot.,2016,4,22,4/22/2016,1.68,CA10
mg/L,P tot.,2016,4,22,4/22/2016,1.66,CA40
mg/L,N-NH4,2016,4,22,4/22/2016,1.62,CA30
mg/L,P tot.,2016,4,22,4/22/2016,1.5,CA20
mg/L,N tot.,2016,4,22,4/22/2016,1.33,CA30
mg/L,P tot.,2016,4,22,4/22/2016,1.25,CA50
mg/L,N tot.,2016,4,22,4/22/2016,1.25,LC10
mg/L,N tot.,2016,4,22,4/22/2016,1.24,CA20
mg/L,N-NO3,2016,4,22,4/22/2016,1.212580645,CA40
mg/L,P tot.,2016,4,22,4/22/2016,1.19,LC10
mg/L,Mn,2016,4,22,4/22/2016,0.93,CA40
mg/L,Mn,2016,4,22,4/22/2016,0.86,CA30
mg/L,N-NO3,2016,4,22,4/22/2016,0.833225806,CA30
mg/L,N-NO3,2016,4,22,4/22/2016,0.754193548,LC10
mg/L,N-NO3,2016,4,22,4/22/2016,0.738387097,CA20
mg/L,Mn,2016,4,22,4/22/2016,0.67,CA10
mg/L,Mn,2016,4,22,4/22/2016,0.67,CA20
mg/L,Mn,2016,4,22,4/22/2016,0.49,CA50
mg/L,Cu,2016,4,22,4/22/2016,0.46,CA50
mg/L,N-NO3,2016,4,22,4/22/2016,0.261935484,CA10
mg/L,N-NH4,2016,4,22,4/22/2016,0.25,LC10
mg/L,Cu,2016,4,22,4/22/2016,0.16,CA30
mg/L,Zn,2016,4,22,4/22/2016,0.16,CA30
mg/L,Cu,2016,4,22,4/22/2016,0.15,CA40
mg/L,Zn,2016,4,22,4/22/2016,0.15,CA40
mg/L,N-NH4,2016,4,22,4/22/2016,0.14,CA40
mg/L,Zn,2016,4,22,4/22/2016,0.13,CA10
mg/L,Cu,2016,4,22,4/22/2016,0.13,CA20
mg/L,Zn,2016,4,22,4/22/2016,0.13,CA20
mg/L,Zn,2016,4,22,4/22/2016,0.08,CA50
mg/L,Cu,2016,4,22,4/22/2016,0.07,CA10
mg/L,N-NH4,2016,4,22,4/22/2016,0.06,CA50
mg/L,N-NH4,2016,4,22,4/22/2016,0.03,CA10
mg/L,N-NH4,2016,4,22,4/22/2016,0.03,CA20
mg/L,As,2016,4,22,4/22/2016,0.0243,CA30
mg/L,As,2016,4,22,4/22/2016,0.0233,CA40
mg/L,As,2016,4,22,4/22/2016,0.0228,CA10
mg/L,As,2016,4,22,4/22/2016,17,CA20
mg/L,As,2016,4,22,4/22/2016,0.0132,CA50
mg/L,N-NO2,2016,4,22,4/22/2016,0.006086957,CA10
mg/L,N-NO2,2016,4,22,4/22/2016,0.006086957,CA20
mg/L,N-NO2,2016,4,22,4/22/2016,0.006086957,CA30
mg/L,N-NO2,2016,4,22,4/22/2016,0.006086957,CA40
mg/L,N-NO2,2016,4,22,4/22/2016,0.006086957,CA50
mg/L,N-NO2,2016,4,22,4/22/2016,0.006086957,LC10
NMP/100 ml,CF,2016,4,14,4/14/2016,1600,AV10
NMP/100 ml,CF,2016,4,14,4/14/2016,1600,CL20
NMP/100 ml,CF,2016,4,14,4/14/2016,1600,CL30
NMP/100 ml,CF,2016,4,14,4/14/2016,1600,RI10
NMP/100 ml,CF,2016,4,14,4/14/2016,1600,ZA10
uS/cm,Cond,2016,4,14,4/14/2016,673,CL30
uS/cm,Cond,2016,4,14,4/14/2016,567,RI10
uS/cm,Cond,2016,4,14,4/14/2016,526,ZA10
uS/cm,Cond,2016,4,14,4/14/2016,504,CL20
uS/cm,Cond,2016,4,14,4/14/2016,395,AV10
uS/cm,Cond,2016,4,14,4/14/2016,120,CL10
mg/L,SO4,2016,4,14,4/14/2016,111.79,CL30
mg/L,SO4,2016,4,14,4/14/2016,97.8,AV10
mg/L,SO4,2016,4,14,4/14/2016,96.81,RI10
mg/L,SO4,2016,4,14,4/14/2016,90.55,ZA10
mg/L,SO4,2016,4,14,4/14/2016,86.11,CL20
mg/L,SST,2016,4,14,4/14/2016,55.86,CL20
mg/L,CL-,2016,4,14,4/14/2016,44.36,CL30
mg/L,SST,2016,4,14,4/14/2016,42.5,CL30
mg/L,CL-,2016,4,14,4/14/2016,39.2,RI10
mg/L,CL-,2016,4,14,4/14/2016,38.51,CL20
mg/L,CL-,2016,4,14,4/14/2016,29.92,ZA10
mg/L,SST,2016,4,14,4/14/2016,25.33,RI10
NMP/100 ml,CF,2016,4,14,4/14/2016,23,CL10
mg/L,SST,2016,4,14,4/14/2016,22.21,ZA10
mg/L,SO4,2016,4,14,4/14/2016,20,CL10
mg/L,CL-,2016,4,14,4/14/2016,17.19,AV10
mg/L,SST,2016,4,14,4/14/2016,10.42,AV10
mg/L,DQO,2016,4,14,4/14/2016,10,AV10
mg/L,DQO,2016,4,14,4/14/2016,10,CL10
mg/L,DQO,2016,4,14,4/14/2016,10,CL20
mg/L,DQO,2016,4,14,4/14/2016,10,CL30
mg/L,DQO,2016,4,14,4/14/2016,10,RI10
mg/L,DQO,2016,4,14,4/14/2016,10,ZA10
mg/L,O Dis.,2016,4,14,4/14/2016,9.61,CL10
mg/L,AyG,2016,4,14,4/14/2016,9.26,CL30
mg/L,O Dis.,2016,4,14,4/14/2016,9.12,CL30
Unid.ph,pH,2016,4,14,4/14/2016,8.9,AV10
mg/L,AyG,2016,4,14,4/14/2016,8.72,ZA10
mg/L,O Dis.,2016,4,14,4/14/2016,8.55,CL20
mg/L,O Dis.,2016,4,14,4/14/2016,8.39,ZA10
Unid.ph,pH,2016,4,14,4/14/2016,8.2,CL30
mg/L,O Dis.,2016,4,14,4/14/2016,7.88,AV10
Unid.ph,pH,2016,4,14,4/14/2016,7.8,RI10
Unid.ph,pH,2016,4,14,4/14/2016,7.7,CL10
Unid.ph,pH,2016,4,14,4/14/2016,7.7,ZA10
mg/L,DBO5,2016,4,14,4/14/2016,7.5,CL30
Unid.ph,pH,2016,4,14,4/14/2016,7.2,CL20
mg/L,O Dis.,2016,4,14,4/14/2016,7.15,RI10
mg/L,DBO5,2016,4,14,4/14/2016,6.95,RI10
mg/L,AyG,2016,4,14,4/14/2016,6.91,CL20
mg/L,DBO5,2016,4,14,4/14/2016,6.8,ZA10
mg/L,DBO5,2016,4,14,4/14/2016,6.15,AV10
mg/L,AyG,2016,4,14,4/14/2016,5.6,CL10
mg/L,AyG,2016,4,14,4/14/2016,5.25,RI10
mg/L,AyG,2016,4,14,4/14/2016,5.21,AV10
mg/L,SST,2016,4,14,4/14/2016,5,CL10
mg/L,DBO5,2016,4,14,4/14/2016,4.9,CL10
mg/L,DBO5,2016,4,14,4/14/2016,4.3,CL20
mg/L,CL-,2016,4,14,4/14/2016,4.13,CL10
mg/L,N tot.,2016,4,14,4/14/2016,2.98,ZA10
mg/L,N tot.,2016,4,14,4/14/2016,2.94,CL30
mg/L,N-NO3,2016,4,14,4/14/2016,2.483870968,ZA10
mg/L,N-NO3,2016,4,14,4/14/2016,2.438709677,CL30
mg/L,N tot.,2016,4,14,4/14/2016,2.3,AV10
mg/L,N tot.,2016,4,14,4/14/2016,2.26,RI10
mg/L,N tot.,2016,4,14,4/14/2016,2.25,CL20
mg/L,N-NO3,2016,4,14,4/14/2016,2.118064516,RI10
mg/L,Fe,2016,4,14,4/14/2016,1.93,CL20
mg/L,N-NO3,2016,4,14,4/14/2016,1.75,AV10
mg/L,N-NO3,2016,4,14,4/14/2016,1.745483871,CL20
mg/L,Fe,2016,4,14,4/14/2016,1.65,CL30
mg/L,Al,2016,4,14,4/14/2016,1.26,CL20
mg/L,Fe,2016,4,14,4/14/2016,1.09,RI10
mg/L,Al,2016,4,14,4/14/2016,1.01,CL30
mg/L,P tot.,2016,4,14,4/14/2016,0.73,RI10
mg/L,Fe,2016,4,14,4/14/2016,0.72,ZA10
mg/L,Al,2016,4,14,4/14/2016,0.66,RI10
mg/L,N tot.,2016,4,14,4/14/2016,0.64,CL10
mg/L,Al,2016,4,14,4/14/2016,0.45,ZA10
mg/L,Fe,2016,4,14,4/14/2016,0.44,AV10
mg/L,Al,2016,4,14,4/14/2016,0.29,AV10
mg/L,P tot.,2016,4,14,4/14/2016,0.19,CL30
mg/L,P tot.,2016,4,14,4/14/2016,0.17,ZA10
mg/L,N-NO3,2016,4,14,4/14/2016,0.137741935,CL10
mg/L,P tot.,2016,4,14,4/14/2016,0.05,AV10
mg/L,Mn,2016,4,14,4/14/2016,0.1,CL20
mg/L,N-NO2,2016,4,14,4/14/2016,0.08826087,RI10
mg/L,Mn,2016,4,14,4/14/2016,0.08,RI10
mg/L,Mn,2016,4,14,4/14/2016,0.06,CL30
mg/L,Mn,2016,4,14,4/14/2016,0.06,ZA10
mg/L,Al,2016,4,14,4/14/2016,0.05,CL10
mg/L,Cu,2016,4,14,4/14/2016,0.05,CL20
mg/L,N-NO2,2016,4,14,4/14/2016,0.048695652,AV10
mg/L,Mn,2016,4,14,4/14/2016,0.04,AV10
mg/L,N-NH4,2016,4,14,4/14/2016,0.03,AV10
mg/L,N-NH4,2016,4,14,4/14/2016,0.03,CL10
mg/L,N-NH4,2016,4,14,4/14/2016,0.03,CL20
mg/L,Cu,2016,4,14,4/14/2016,0.03,CL30
mg/L,N-NH4,2016,4,14,4/14/2016,0.03,CL30
mg/L,N-NH4,2016,4,14,4/14/2016,0.03,RI10
mg/L,N-NH4,2016,4,14,4/14/2016,0.03,ZA10
mg/L,Cu,2016,4,14,4/14/2016,0.02,RI10
mg/L,As,2016,4,14,4/14/2016,0.0163,CL20
mg/L,Cu,2016,4,14,4/14/2016,0.01,AV10
mg/L,Zn,2016,4,14,4/14/2016,0.01,AV10
mg/L,Cu,2016,4,14,4/14/2016,0.01,CL10
mg/L,Fe,2016,4,14,4/14/2016,0.01,CL10
mg/L,Mn,2016,4,14,4/14/2016,0.01,CL10
mg/L,Zn,2016,4,14,4/14/2016,0.01,CL10
mg/L,Zn,2016,4,14,4/14/2016,0.01,CL20
mg/L,Zn,2016,4,14,4/14/2016,0.01,CL30
mg/L,Zn,2016,4,14,4/14/2016,0.01,RI10
mg/L,Cu,2016,4,14,4/14/2016,0.01,ZA10
mg/L,Zn,2016,4,14,4/14/2016,0.01,ZA10
mg/L,As,2016,4,14,4/14/2016,0.00818,CL30
mg/L,As,2016,4,14,4/14/2016,0.00697,RI10
mg/L,N-NO2,2016,4,14,4/14/2016,0.006086957,CL10
mg/L,N-NO2,2016,4,14,4/14/2016,0.006086957,CL20
mg/L,N-NO2,2016,4,14,4/14/2016,0.006086957,CL30
mg/L,N-NO2,2016,4,14,4/14/2016,0.006086957,ZA10
mg/L,As,2016,4,14,4/14/2016,0.00395,CL10
mg/L,As,2016,4,14,4/14/2016,0.00365,ZA10
mg/L,As,2016,4,14,4/14/2016,0.00252,AV10
NMP/100 ml,CF,2016,4,13,4/13/2016,1600,CH10
NMP/100 ml,CF,2016,4,13,4/13/2016,920,CH20
uS/cm,Cond,2016,4,13,4/13/2016,445,TI30
uS/cm,Cond,2016,4,13,4/13/2016,429,CH10
uS/cm,Cond,2016,4,13,4/13/2016,400,TI20
uS/cm,Cond,2016,4,13,4/13/2016,377,CH20
uS/cm,Cond,2016,4,13,4/13/2016,353,TI10
uS/cm,Cond,2016,4,13,4/13/2016,153,CL10-ti
mg/L,SO4,2016,4,13,4/13/2016,104.05,TI10
mg/L,SO4,2016,4,13,4/13/2016,98.78,CH10
mg/L,SO4,2016,4,13,4/13/2016,81.83,TI30
mg/L,SO4,2016,4,13,4/13/2016,74.42,CH20
mg/L,SO4,2016,4,13,4/13/2016,72.44,TI20
NMP/100 ml,CF,2016,4,13,4/13/2016,49,TI30
mg/L,CL-,2016,4,13,4/13/2016,40.92,TI20
mg/L,SO4,2016,4,13,4/13/2016,24.86,CL10-ti
mg/L,CL-,2016,4,13,4/13/2016,24.41,CH10
NMP/100 ml,CF,2016,4,13,4/13/2016,24,TI20
mg/L,CL-,2016,4,13,4/13/2016,23.38,TI30
NMP/100 ml,CF,2016,4,13,4/13/2016,23,TI10
mg/L,SST,2016,4,13,4/13/2016,21.36,TI30
mg/L,CL-,2016,4,13,4/13/2016,18.91,CH20
mg/L,SST,2016,4,13,4/13/2016,16.58,CH10
mg/L,SST,2016,4,13,4/13/2016,15,TI10
mg/L,CL-,2016,4,13,4/13/2016,14.44,TI10
NMP/100 ml,CF,2016,4,13,4/13/2016,14,CL10-ti
mg/L,SST,2016,4,13,4/13/2016,13.26,CL10-ti
mg/L,O Dis.,2016,4,13,4/13/2016,10.59,TI20
mg/L,O Dis.,2016,4,13,4/13/2016,10.47,TI10
mg/L,SST,2016,4,13,4/13/2016,10.36,CH20
mg/L,O Dis.,2016,4,13,4/13/2016,10.13,CL10-ti
mg/L,DQO,2016,4,13,4/13/2016,10,CH10
mg/L,DQO,2016,4,13,4/13/2016,10,CH20
mg/L,DQO,2016,4,13,4/13/2016,10,CL10-ti
mg/L,DQO,2016,4,13,4/13/2016,10,TI10
mg/L,DQO,2016,4,13,4/13/2016,10,TI20
mg/L,DQO,2016,4,13,4/13/2016,10,TI30
mg/L,O Dis.,2016,4,13,4/13/2016,9.66,TI30
mg/L,O Dis.,2016,4,13,4/13/2016,9.31,CH10
mg/L,O Dis.,2016,4,13,4/13/2016,8.78,CH20
Unid.ph,pH,2016,4,13,4/13/2016,7.9,TI30
Unid.ph,pH,2016,4,13,4/13/2016,7.7,CL10-ti
Unid.ph,pH,2016,4,13,4/13/2016,7.7,TI10
Unid.ph,pH,2016,4,13,4/13/2016,7.6,CH20
Unid.ph,pH,2016,4,13,4/13/2016,7.6,TI20
Unid.ph,pH,2016,4,13,4/13/2016,7.5,CH10
mg/L,DBO5,2016,4,13,4/13/2016,5.8,CH20
mg/L,DBO5,2016,4,13,4/13/2016,5.7,TI20
mg/L,DBO5,2016,4,13,4/13/2016,5.2,TI10
mg/L,AyG,2016,4,13,4/13/2016,5,CH10
mg/L,AyG,2016,4,13,4/13/2016,5,CH20
mg/L,AyG,2016,4,13,4/13/2016,5,CL10-ti
mg/L,AyG,2016,4,13,4/13/2016,5,TI10
mg/L,AyG,2016,4,13,4/13/2016,5,TI20
mg/L,SST,2016,4,13,4/13/2016,5,TI20
mg/L,AyG,2016,4,13,4/13/2016,5,TI30
mg/L,DBO5,2016,4,13,4/13/2016,4.9,CH10
mg/L,DBO5,2016,4,13,4/13/2016,4.8,TI30
mg/L,DBO5,2016,4,13,4/13/2016,4.6,CL10-ti
mg/L,CL-,2016,4,13,4/13/2016,3.78,CL10-ti
mg/L,N tot.,2016,4,13,4/13/2016,2.6,CH10
mg/L,N-NO3,2016,4,13,4/13/2016,2.093225806,CH10
mg/L,N tot.,2016,4,13,4/13/2016,1.29,CH20
mg/L,N tot.,2016,4,13,4/13/2016,1.09,TI20
mg/L,Al,2016,4,13,4/13/2016,0.9,TI10
mg/L,N tot.,2016,4,13,4/13/2016,0.85,TI30
mg/L,N-NO3,2016,4,13,4/13/2016,0.785806452,CH20
mg/L,Fe,2016,4,13,4/13/2016,0.73,CH10
mg/L,Al,2016,4,13,4/13/2016,0.7,CH10
mg/L,N tot.,2016,4,13,4/13/2016,0.62,CL10-ti
mg/L,N tot.,2016,4,13,4/13/2016,0.61,TI10
mg/L,Al,2016,4,13,4/13/2016,0.6,TI30
mg/L,N-NO3,2016,4,13,4/13/2016,0.587096774,TI20
mg/L,Fe,2016,4,13,4/13/2016,0.52,TI30
mg/L,Al,2016,4,13,4/13/2016,0.5,CH20
mg/L,Al,2016,4,13,4/13/2016,0.5,CL10-ti
mg/L,Fe,2016,4,13,4/13/2016,0.5,TI10
mg/L,Al,2016,4,13,4/13/2016,0.5,TI20
mg/L,Mn,2016,4,13,4/13/2016,0.5,TI30
mg/L,P tot.,2016,4,13,4/13/2016,0.39,CL10-ti
mg/L,N-NO3,2016,4,13,4/13/2016,0.345483871,TI30
mg/L,Fe,2016,4,13,4/13/2016,0.19,CH20
mg/L,N-NO3,2016,4,13,4/13/2016,0.117419355,CL10-ti
mg/L,N-NO3,2016,4,13,4/13/2016,0.112903226,TI10
mg/L,Mn,2016,4,13,4/13/2016,0.11,TI10
mg/L,P tot.,2016,4,13,4/13/2016,0.05,CH10
mg/L,P tot.,2016,4,13,4/13/2016,0.05,CH20
mg/L,Fe,2016,4,13,4/13/2016,0.1,CL10-ti
mg/L,Cu,2016,4,13,4/13/2016,0.1,TI10
mg/L,P tot.,2016,4,13,4/13/2016,0.1,TI10
mg/L,P tot.,2016,4,13,4/13/2016,0.05,TI20
mg/L,P tot.,2016,4,13,4/13/2016,0.05,TI30
mg/L,Mn,2016,4,13,4/13/2016,0.06,CH10
mg/L,Mn,2016,4,13,4/13/2016,0.06,CH20
mg/L,Mn,2016,4,13,4/13/2016,0.04,TI20
mg/L,N-NH4,2016,4,13,4/13/2016,0.03,CH10
mg/L,N-NH4,2016,4,13,4/13/2016,0.03,CH20
mg/L,N-NH4,2016,4,13,4/13/2016,0.03,CL10-ti
mg/L,N-NH4,2016,4,13,4/13/2016,0.03,TI10
mg/L,N-NH4,2016,4,13,4/13/2016,0.03,TI20
mg/L,N-NH4,2016,4,13,4/13/2016,0.03,TI30
mg/L,As,2016,4,13,4/13/2016,0.0109,TI10
mg/L,Cu,2016,4,13,4/13/2016,0.01,CH10
